Fund Code,Date,Cash Flow,Expenses,ROC,Dist. Sub. To Recall,Income,Growth,Book,NAV,Commitment,Qtr Valuation,Notes,Type
OMDR012011AF,3/27/13,34387,,,,, $-   ,-34387,-34387, $-   ,,,Distribution
OMDR012011AF,5/31/13,-270000,,,,, $-   ,270000,270000,-270000,,,Contribution
OMDR012011AF,6/27/13,34441,,,,, $-   ,-34441,-34441, $-   ,,,Distribution
OMDR012011AF,9/24/13,96781,,,,, $-   ,-96781,-96781, $-   ,,,Distribution
OMDR012011AF,12/18/13,-370800,,,,, $-   ,370800,370800,-370800,,,Contribution
OMDR012011AF,12/20/13,32997,,,,, $-   ,-32997,-32997, $-   ,,,Distribution
OMDR012011AF,12/31/13,,,,,,42612, $-   ,42612, $-   ,1038710,,NAV
OMDR012011AF,3/27/14,-336000,,,,, $-   ,336000,336000,-336000,,,Contribution
OMDR012011AF,3/27/14,37425,,,,, $-   ,-37425,-37425, $-   ,,,Distribution
OMDR012011AF,6/26/14,35226,,,,, $-   ,-35226,-35226, $-   ,,,Distribution
OMDR012011AF,9/25/14,40339,,,,, $-   ,-40339,-40339, $-   ,,,Distribution
OMDR012011AF,12/21/14,48112,,,,, $-   ,-48112,-48112, $-   ,,,Distribution
OMDR012011AF,12/31/14,,,,,,122014, $-   ,122014, $-   ,1335622,,NAV
OMDR012011AF,1/7/15,-483200,,,,, $-   ,483200,483200,-483200,,,Contribution
OMDR012011AF,6/25/15,58974,,,,, $-   ,-58974,-58974, $-   ,,,Distribution
OMDR012011AF,9/28/15,112160,,,,, $-   ,-112160,-112160, $-   ,,,Distribution
OMDR012011AF,12/16/15,39459,,,,, $-   ,-39459,-39459, $-   ,,,Distribution
OMDR012011AF,12/31/15,,,,,,173163, $-   ,173163, $-   ,1781392,,NAV
OMDR012011AF,3/30/16,44374,,,,, $-   ,-44374,-44374, $-   ,,,Distribution
OMDR012011AF,6/27/16,39513,,,,, $-   ,-39513,-39513, $-   ,,,Distribution
OMDR012011AF,7/15/16,326392,,,,, $-   ,-326392,-326392, $-   ,,,Distribution
OMDR012011AF,9/22/16,6272,,,,, $-   ,-6272,-6272, $-   ,,,Distribution
OMDR012011AF,12/19/16,12867,,,,, $-   ,-12867,-12867, $-   ,,,Distribution
OMDR012011AF,12/31/16,,,,,,-270614, $-   ,-270614, $-   ,1081359,,NAV
OMDR012011AF,3/31/17,16237,,,,, $-   ,-16237,-16237, $-   ,,,Distribution
OMDR012011AF,6/28/17,24215,,,,, $-   ,-24215,-24215, $-   ,,,Distribution
OMDR012011AF,9/27/17,9257,,,,, $-   ,-9257,-9257, $-   ,,,Distribution
OMDR012011AF,12/13/17,3324,,,,, $-   ,-3324,-3324, $-   ,,,Distribution
OMDR012011AF,12/31/17,,,,,,45298, $-   ,45298, $-   ,1073624,,NAV
NHPE012013AF,10/1/13, $-   ,,,,,,,,2500000,,,Commitment
NHPE012013AF,10/14/13,-37030,,,,, $-   ,37030,37030,-37030,,$265 interest,Contribution
NHPE012013AF,1/27/14,-12500,,,,, $-   ,12500,12500,-12500,,,Contribution
NHPE012013AF,4/25/14,-12500,,,,, $-   ,12500,12500,-12500,,,Contribution
NHPE012013AF,6/3/14,-267246,,,,, $-   ,267246,267246,-267246,,,Contribution
NHPE012013AF,6/30/14,,,,,,-80213, $-   ,-80213, $-   ,249063,,NAV
NHPE012013AF,7/25/14,-2300,,,,, $-   ,2300,2300,-2300,,,Contribution
NHPE012013AF,7/25/14,10074,,10074,10074,, $-   ,-10074,-10074,10074,,,Contribution
NHPE012013AF,9/30/14,,,,,,7359, $-   ,7359, $-   ,248648,,NAV
NHPE012013AF,10/20/14,-12500,,,,, $-   ,12500,12500,-12500,,,Contribution
NHPE012013AF,12/31/14,,,,,,-13907, $-   ,-13907, $-   ,247241,,NAV
NHPE012013AF,1/20/15,-12869,,,,, $-   ,12869,12869,-12869,,,Contribution
NHPE012013AF,3/31/15,,,,,,-12255, $-   ,-12255, $-   ,247855,,NAV
NHPE012013AF,4/17/15,-12837,,,,, $-   ,12837,12837,-12837,,,Contribution
NHPE012013AF,6/30/15,,,,,,-12424, $-   ,-12424, $-   ,248268,,NAV
NHPE012013AF,7/20/15,-12298,,,,, $-   ,12298,12298,-12298,,,Contribution
NHPE012013AF,9/30/15,,,,,,-12416, $-   ,-12416, $-   ,248150,,NAV
NHPE012013AF,10/20/15,-12567,,,,, $-   ,12567,12567,-12567,,,Contribution
NHPE012013AF,12/31/15,,,,,,-50007, $-   ,-50007, $-   ,210710,,NAV
NHPE012013AF,1/20/16,-12971,,,,, $-   ,12971,12971,-12971,,,Contribution
NHPE012013AF,3/31/16,,,,,,-12306, $-   ,-12306, $-   ,211375,,NAV
NHPE012013AF,4/21/16,-12971,,,,, $-   ,12971,12971,-12971,,,Contribution
NHPE012013AF,6/30/16,,,,,,-53902, $-   ,-53902, $-   ,170444,,NAV
NHPE012013AF,7/20/16,-12702,,,,, $-   ,12702,12702,-12702,,,Contribution
NHPE012013AF,9/30/16,,,,,,-90326, $-   ,-90326, $-   ,92820,,NAV
NHPE012013AF,10/18/16,-343830,,,,, $-   ,343830,343830,-343830,,,Contribution
NHPE012013AF,10/25/16,-7864,,,,, $-   ,7864,7864,-7864,,,Contribution
NHPE012013AF,12/31/16,,,,,,168252, $-   ,168252, $-   ,612766,,NAV
NHPE012013AF,1/19/17,-13240,,,,, $-   ,13240,13240,-13240,,,Contribution
NHPE012013AF,2/17/17,-412809,,,,, $-   ,412809,412809,-412809,,,Contribution
NHPE012013AF,3/31/17,,,,,,-20309, $-   ,-20309, $-   ,1018506,,NAV
NHPE012013AF,6/30/17,,,,,,-13543, $-   ,-13543, $-   ,1004963,,NAV
NHPE012013AF,7/21/17,-8637,,,,, $-   ,8637,8637,-8637,,,Contribution
NHPE012013AF,9/30/17,,,,,,6513, $-   ,6513, $-   ,1020113,,NAV
NHPE012013AF,10/23/17,-13005,,,,, $-   ,13005,13005,-13005,,,Contribution
NHPE012013AF,12/31/17,,,,,,36336, $-   ,36336, $-   ,1069454,,NAV
NHPE012013AF,1/22/18,-13274,,,,, $-   ,13274,13274,-13274,,,Contribution
NHPE012013AF,2/28/18,-418647,,,,, $-   ,418647,418647,-418647,,,Contribution
NHPE012013AF,3/31/18,,,,,,135821, $-   ,135821, $-   ,1637196,,NAV
NHPE012013AF,4/19/18,-1077,,,,, $-   ,1077,1077,-1077,,,Contribution
SCPE042010AF,9/1/10, $-   ,,,,,,,,3000000,,,Commitment
SCPE042010AF,9/28/10,-26770,,,,, $-   ,26770,26770,-26770,,,Contribution
SCPE042010AF,11/19/10,-17846,,,,, $-   ,17846,17846,-17846,,,Contribution
SCPE042010AF,3/31/11,,,,,,-36634, $-   ,-36634, $-   ,7982,,NAV
SCPE042010AF,4/28/11,-381913,,,,, $-   ,381913,381913,-381913,,,Contribution
SCPE042010AF,6/30/11,,,,,,-10270, $-   ,-10270, $-   ,379625,,NAV
SCPE042010AF,8/4/11,-17846,,,,, $-   ,17846,17846,-17846,,,Contribution
SCPE042010AF,8/4/11,138970,,138970,138970,, $-   ,-138970,-138970,138970,,,Distribution
SCPE042010AF,9/30/11,,,,,,-10300, $-   ,-10300, $-   ,248202,,NAV
SCPE042010AF,12/14/11,-17846,,,,, $-   ,17846,17846,-17846,,,Contribution
SCPE042010AF,12/31/11,,,,,,-10590, $-   ,-10590, $-   ,255458,,NAV
SCPE042010AF,1/23/12,-24450,,,,, $-   ,24450,24450,-24450,,,Contribution
SCPE042010AF,3/31/12,,,,,,-9527, $-   ,-9527, $-   ,270381,,NAV
SCPE042010AF,6/30/12,,,,,,-11180, $-   ,-11180, $-   ,259201,,NAV
SCPE042010AF,7/20/12,-154371,,,,, $-   ,154371,154371,-154371,,,Contribution
SCPE042010AF,9/30/12,,,,,,-27745, $-   ,-27745, $-   ,385827,,NAV
SCPE042010AF,10/10/12,-131171,,,,, $-   ,131171,131171,-131171,,,Contribution
SCPE042010AF,11/14/12,-360541,,,,, $-   ,360541,360541,-360541,,,Contribution
SCPE042010AF,12/18/12,-17846,,,,, $-   ,17846,17846,-17846,,,Contribution
SCPE042010AF,12/31/12,,,,,,-78197, $-   ,-78197, $-   ,817188,,NAV
SCPE042010AF,3/15/13,-59250,,,,, $-   ,59250,59250,-59250,,,Contribution
SCPE042010AF,3/20/13,-42831,,,,, $-   ,42831,42831,-42831,,,Contribution
SCPE042010AF,3/31/13,,,,,,83950, $-   ,83950, $-   ,1003219,,NAV
SCPE042010AF,6/30/13,,,,,,19834, $-   ,19834, $-   ,1023053,,NAV
SCPE042010AF,7/9/13,-395110,,,,, $-   ,395110,395110,-395110,,,Contribution
SCPE042010AF,8/7/13,-235670,,,,, $-   ,235670,235670,-235670,,,Contribution
SCPE042010AF,8/7/13,103509,,103509,103509,, $-   ,-103509,-103509,103509,,,Distribution
SCPE042010AF,9/30/13,,,,,,117776, $-   ,117776, $-   ,1668100,,NAV
SCPE042010AF,12/31/13,,,,,,-55003, $-   ,-55003, $-   ,1613097,,NAV
SCPE042010AF,1/14/14,-47560,,,,, $-   ,47560,47560,-47560,,,Contribution
SCPE042010AF,3/31/14,,,,,,47357, $-   ,47357, $-   ,1708014,,NAV
SCPE042010AF,6/30/14,,,,,,233210, $-   ,233210, $-   ,1941224,,NAV
SCPE042010AF,7/9/14,-96388,,,,, $-   ,96388,96388,-96388,,,Contribution
SCPE042010AF,8/5/14,-176110,,,,, $-   ,176110,176110,-176110,,,Contribution
SCPE042010AF,9/30/14,,,,,,168630, $-   ,168630, $-   ,2382352,,NAV
SCPE042010AF,11/6/14,-183925,,,,, $-   ,183925,183925,-183925,,,Contribution
SCPE042010AF,12/23/14,-135632,,,,, $-   ,135632,135632,-135632,,,Contribution
SCPE042010AF,12/31/14,,,,,,-145031, $-   ,-145031, $-   ,2556878,,NAV
SCPE042010AF,3/31/15,,,,,,-50311, $-   ,-50311, $-   ,2506567,,NAV
SCPE042010AF,5/27/15,57187,,,,, $-   ,-57187,-57187, $-   ,,,Distribution
SCPE042010AF,6/30/15,,,,,,-239906, $-   ,-239906, $-   ,2209474,,NAV
SCPE042010AF,9/3/15,-22503,,,,, $-   ,22503,22503,-22503,,,Contribution
SCPE042010AF,9/3/15,22503,,,,, $-   ,-22503,-22503, $-   ,,,Distribution
SCPE042010AF,9/30/15,,,,,,-657437, $-   ,-657437, $-   ,1552037,,NAV
SCPE042010AF,12/15/15,-18155,,,,, $-   ,18155,18155,-18155,,,Contribution
SCPE042010AF,12/31/15,,,,,,-216513, $-   ,-216513, $-   ,1353679,,NAV
SCPE042010AF,3/31/16,,,,,,191028, $-   ,191028, $-   ,1544707,,NAV
SCPE042010AF,4/11/16,-15553,,,,, $-   ,15553,15553,-15553,,,Contribution
SCPE042010AF,6/30/16,,,,,,-191269, $-   ,-191269, $-   ,1368991,,NAV
SCPE042010AF,7/6/16,-28284,,,,, $-   ,28284,28284,-28284,,,Contribution
SCPE042010AF,9/30/16,,,,,,-83086, $-   ,-83086, $-   ,1314189,,NAV
SCPE042010AF,10/6/16,-31865,,,,, $-   ,31865,31865,-31865,,,Contribution
SCPE042010AF,10/6/16,26948,,,,, $-   ,-26948,-26948, $-   ,,,Distribution
SCPE042010AF,11/28/16,-328437,,,,, $-   ,328437,328437,-328437,,,Contribution
SCPE042010AF,12/31/16,,,,,,-319803, $-   ,-319803, $-   ,1327740,,NAV
SCPE042010AF,3/8/17,-138309,,,,, $-   ,138309,138309,-138309,,,Contribution
SCPE042010AF,3/31/17,,,,,,122049, $-   ,122049, $-   ,1588098,,NAV
SCPE042010AF,5/11/17,-19131,,,,, $-   ,19131,19131,-19131,,,Contribution
SCPE042010AF,5/11/17,49867,,49867,49867,, $-   ,-49867,-49867,49867,,,Distribution
SCPE042010AF,6/30/17,,,,,,-10996, $-   ,-10996, $-   ,1546366,,NAV
SCPE042010AF,7/24/17,-11243,,,,, $-   ,11243,11243,-11243,,,Contribution
SCPE042010AF,8/23/17,15169,,,,, $-   ,-15169,-15169, $-   ,,,Distribution
SCPE042010AF,9/30/17,,,,,,12147, $-   ,12147, $-   ,1554587,,NAV
SCPE042010AF,10/19/17,-23736,,,,, $-   ,23736,23736,-23736,,,Contribution
SCPE042010AF,12/21/17,-19393,,,,, $-   ,19393,19393,-19393,,,Contribution
SCPE042010AF,12/21/17,13238,,13238,13238,, $-   ,-13238,-13238,13238,,,Distribution
SCPE042010AF,12/31/17,,,,,,-28993, $-   ,-28993, $-   ,1555485,,NAV
SCPE042010AF,3/28/18,-7495,,,,, $-   ,7495,7495,-7495,,,Contribution
SCPE042010AF,3/28/18,7495,,,,, $-   ,-7495,-7495, $-   ,,,Distribution
SCPE042010AF,3/31/18,,,,,,52115, $-   ,52115, $-   ,1607600,,NAV
QCVD032017AF,9/1/17, $-   ,,,,,,,,3570000,,1.19,Commitment
QCVD032017AF,9/29/17,-249900,,,,, $- ,249900,249900,-249900,,,Contribution
QCVD032017AF,9/29/17,-1392300,,,,, $- ,1392300,1392300,-1392300,,,Contribution
QCVD032017AF,9/30/17,,,,,,-150287, $- ,-150287, $- ,1491913,,NAV
QCVD032017AF,10/9/17,-13388,,,,, $- ,13388,13388,-13388,,,Contribution
QCVD032017AF,10/23/17,-13388,,,,, $- ,13388,13388,-13388,,,Contribution
QCVD032017AF,12/21/17,-35700,,,,, $- ,35700,35700,-35700,,,Contribution
QCVD032017AF,12/31/17,,,,,,49579, $- ,49579, $- ,1603966,,NAV
CCDD052013AF,2/1/13, $-   ,,,,,,,,2500000,,,Commitment
CCDD052013AF,2/15/13,-1593093,,,,, $- ,1593093,1593093,-1593093,,,Contribution
CCDD052013AF,3/31/13,,,,,,306620, $- ,306620, $- ,1899713,,NAV
CCDD052013AF,5/1/13,340411,,340411,340411,, $- ,-340411,-340411,340411,,,Distribution
CCDD052013AF,5/1/13,-4774,,,,, $- ,4774,4774,-4774,,,Contribution
CCDD052013AF,5/31/13,28026,,,,, $- ,-28026,-28026, $- ,,,Distribution
CCDD052013AF,6/21/13,-103131,,,,, $- ,103131,103131,-103131,,,Contribution
CCDD052013AF,6/30/13,,,,,,105333, $- ,105333, $- ,1744514,,NAV
CCDD052013AF,9/25/13,240158,,240158,240158,, $- ,-240158,-240158,240158,,,Distribution
CCDD052013AF,9/30/13,,,,,,38847, $- ,38847, $- ,1543203,,NAV
CCDD052013AF,12/31/13,,,,,,107276, $- ,107276, $- ,1650479,,NAV
CCDD052013AF,3/31/14,,,,,,122200, $- ,122200, $- ,1772679,,NAV
CCDD052013AF,5/14/14,29483,,,,, $- ,-29483,-29483, $- ,,,Distribution
CCDD052013AF,6/30/14,,,,,,43755, $- ,43755, $- ,1786951,,NAV
CCDD052013AF,7/17/14,-95737,,,,, $- ,95737,95737,-95737,,,Contribution
CCDD052013AF,7/31/14,-71803,,,,, $- ,71803,71803,-71803,,,Contribution
CCDD052013AF,8/27/14,-71873,,,,, $- ,71873,71873,-71873,,,Contribution
CCDD052013AF,9/30/14,,,,,,44416, $- ,44416, $- ,2070780,,NAV
CCDD052013AF,10/30/14,-167539,,,,, $- ,167539,167539,-167539,,,Contribution
CCDD052013AF,12/17/14,-143605,,,,, $- ,143605,143605,-143605,,,Contribution
CCDD052013AF,12/24/14,-263276,,,,, $- ,263276,263276,-263276,,,Contribution
CCDD052013AF,12/26/14,-268063,,,,, $- ,268063,268063,-268063,,,Contribution
CCDD052013AF,12/31/14,,,,,,64786, $- ,64786, $- ,2978050,,NAV
CCDD052013AF,1/16/15,239342,,239342,239342,, $- ,-239342,-239342,239342,,,Distribution
CCDD052013AF,2/27/15,-167539,,,,, $- ,167539,167539,-167539,,,Contribution
CCDD052013AF,4/29/15,11198,,,,, $- ,-11198,-11198, $- ,,,Distribution
CCDD052013AF,6/30/15,,,,,,283662, $- ,283662, $- ,3178711,,NAV
CCDD052013AF,9/30/15,,,,,,125241, $- ,125241, $- ,3303953,,NAV
CCDD052013AF,11/4/15,-33508,,,,, $- ,33508,33508,-33508,,,Contribution
CCDD052013AF,11/27/15,-143605,,,,, $- ,143605,143605,-143605,,,Contribution
CCDD052013AF,12/23/15,-71803,,,,, $- ,71803,71803,-71803,,,Contribution
CCDD052013AF,12/31/15,,,,,,-12636, $- ,-12636, $- ,3540233,,NAV
CCDD052013AF,2/26/16,-67016,,,,, $- ,67016,67016,-67016,,,Contribution
CCDD052013AF,3/22/16,-53546,,,,, $- ,53546,53546,-53546,,,Contribution
CCDD052013AF,3/28/16,95737,,95737,95737,, $- ,-95737,-95737,95737,,,Distribution
CCDD052013AF,3/31/16,,,,,,-39562, $- ,-39562, $- ,3525495,,NAV
CCDD052013AF,5/19/16,64996,,64996,,, $- ,-64996,-64996, $- ,,,Distribution
CCDD052013AF,6/30/16,,,,,,26685, $- ,26685, $- ,3487184,,NAV
CCDD052013AF,8/1/16,141258,,,,, $- ,-141258,-141258, $- ,,,Distribution
CCDD052013AF,8/30/16,80036,,,,, $- ,-80036,-80036, $- ,,,Distribution
CCDD052013AF,9/30/16,,,,,,85766, $- ,85766, $- ,3351656,,NAV
CCDD052013AF,11/14/16,256187,,,,, $- ,-256187,-256187, $- ,,,Distribution
CCDD052013AF,12/14/16,89484,,,,, $- ,-89484,-89484, $- ,,,Distribution
CCDD052013AF,12/15/16,6,,,,, $- ,-6,-6, $- ,,,Distribution
CCDD052013AF,12/31/16,,,,,,142207, $- ,142207, $- ,3148186,,NAV
CCDD052013AF,1/17/17,113300,,,,, $- ,-113300,-113300, $- ,,,Distribution
CCDD052013AF,2/2/17,103651,,,,, $- ,-103651,-103651, $- ,,,Distribution
CCDD052013AF,3/2/17,34859,,,,, $- ,-34859,-34859, $- ,,,Distribution
CCDD052013AF,3/30/17,103611,,,,, $- ,-103611,-103611, $- ,,,Distribution
CCDD052013AF,3/31/17,,,,,,42236, $- ,42236, $- ,2835001,,NAV
CCDD052013AF,5/3/17,167,,,,, $- ,-167,-167, $- ,,,Distribution
CCDD052013AF,5/4/17,51791,,,,, $- ,-51791,-51791, $- ,,,Distribution
CCDD052013AF,6/13/17,42370,,,,, $- ,-42370,-42370, $- ,,,Distribution
CCDD052013AF,6/30/17,,,,,,-109264, $- ,-109264, $- ,2631410,,NAV
CCDD052013AF,7/5/17,65899,,,,, $- ,-65899,-65899, $- ,,,Distribution
CCDD052013AF,8/3/17,65824,,,,, $- ,-65824,-65824, $- ,,,Distribution
CCDD052013AF,9/19/17,89309,,,,, $- ,-89309,-89309, $- ,,,Distribution
CCDD052013AF,9/30/17,,,,,,33481, $- ,33481, $- ,2443859,,NAV
CCDD052013AF,10/13/17,141031,,,,, $- ,-141031,-141031, $- ,,,Distribution
CCDD052013AF,12/28/17,165320,,,,, $- ,-165320,-165320, $- ,,,Distribution
CCDD052013AF,12/31/17,,,,,,39062, $- ,39062, $- ,2176569,,NAV
CCDD052013AF,3/2/18,93953,,,,, $- ,-93953,-93953, $- ,,,Distribution
CCDD052013AF,3/22/18,37581,,,,, $- ,-37581,-37581, $- ,,,Distribution
CCDD052013AF,3/31/18,,,,,,4182, $- ,4182, $- ,2049218,,NAV
CCDD052013BG,2/1/13,,,,,,,,,2000000,,,
CCDD052013BG,2/15/13,-1274474,,,,, $- ,1274474,1274474,-1274474,,,Contribution
CCDD052013BG,3/31/13,,,,,,245296, $- ,245296, $- ,1519770,,NAV
CCDD052013BG,5/1/13,272329,,272329,272329,, $- ,-272329,-272329,272329,,,Distribution
CCDD052013BG,5/1/13,-3819,,,,, $- ,3819,3819,-3819,,,Contribution
CCDD052013BG,5/31/13,29241,,,,, $- ,-29241,-29241, $- ,,,Distribution
CCDD052013BG,6/21/13,-82505,,,,, $- ,82505,82505,-82505,,,Contribution
CCDD052013BG,6/30/13,,,,,,91087, $- ,91087, $- ,1395611,,NAV
CCDD052013BG,9/25/13,192127,,192127,192127,, $- ,-192127,-192127,192127,,,Distribution
CCDD052013BG,9/30/13,,,,,,31078, $- ,31078, $- ,1234562,,NAV
CCDD052013BG,12/31/13,,,,,,85821, $- ,85821, $- ,1320383,,NAV
CCDD052013BG,3/31/14,,,,,,97760, $- ,97760, $- ,1418143,,NAV
CCDD052013BG,5/14/14,23586,,,,, $- ,-23586,-23586, $- ,,,Distribution
CCDD052013BG,6/30/14,,,,,,35004, $- ,35004, $- ,1429561,,NAV
CCDD052013BG,7/17/14,-76589,,,,, $- ,76589,76589,-76589,,,Contribution
CCDD052013BG,7/31/14,-57442,,,,, $- ,57442,57442,-57442,,,Contribution
CCDD052013BG,8/27/14,-57499,,,,, $- ,57499,57499,-57499,,,Contribution
CCDD052013BG,9/30/14,,,,,,35533, $- ,35533, $- ,1656624,,NAV
CCDD052013BG,10/30/14,-134032,,,,, $- ,134032,134032,-134032,,,Contribution
CCDD052013BG,12/17/14,-114884,,,,, $- ,114884,114884,-114884,,,Contribution
CCDD052013BG,12/24/14,-210621,,,,, $- ,210621,210621,-210621,,,Contribution
CCDD052013BG,12/26/14,-214451,,,,, $- ,214451,214451,-214451,,,Contribution
CCDD052013BG,12/31/14,,,,,,51829, $- ,51829, $- ,2382440,,NAV
CCDD052013BG,1/16/15,191474,,191474,191474,, $- ,-191474,-191474,191474,,,Distribution
CCDD052013BG,2/27/15,-134032,,,,, $- ,134032,134032,-134032,,,Contribution
CCDD052013BG,4/29/15,8958,,,,, $- ,-8958,-8958, $- ,,,Distribution
CCDD052013BG,6/30/15,,,,,,226930, $- ,226930, $- ,2542969,,NAV
CCDD052013BG,9/30/15,,,,,,100193, $- ,100193, $- ,2643162,,NAV
CCDD052013BG,11/4/15,-26806,,,,, $- ,26806,26806,-26806,,,Contribution
CCDD052013BG,11/27/15,-114884,,,,, $- ,114884,114884,-114884,,,Contribution
CCDD052013BG,12/23/15,-57442,,,,, $- ,57442,57442,-57442,,,Contribution
CCDD052013BG,12/31/15,,,,,,-10109, $- ,-10109, $- ,2832186,,NAV
CCDD052013BG,2/26/16,-53613,,,,, $- ,53613,53613,-53613,,,Contribution
CCDD052013BG,3/22/16,-42837,,,,, $- ,42837,42837,-42837,,,Contribution
CCDD052013BG,3/28/16,76589,,76589,76589,, $- ,-76589,-76589,76589,,,Distribution
CCDD052013BG,3/31/16,,,,,,-31650, $- ,-31650, $- ,2820396,,NAV
CCDD052013BG,5/19/16,51997,,51997,,, $- ,-51997,-51997, $- ,,,Distribution
CCDD052013BG,6/30/16,,,,,,21348, $- ,21348, $- ,2789747,,NAV
CCDD052013BG,8/1/16,113006,,,,, $- ,-113006,-113006, $- ,,,Distribution
CCDD052013BG,8/30/16,64029,,,,, $- ,-64029,-64029, $- ,,,Distribution
CCDD052013BG,9/30/16,,,,,,68613, $- ,68613, $- ,2681325,,NAV
CCDD052013BG,11/14/16,204950,,,,, $- ,-204950,-204950, $- ,,,Distribution
CCDD052013BG,12/14/16,71587,,,,, $- ,-71587,-71587, $- ,,,Distribution
CCDD052013BG,12/15/16,4,,,,, $- ,-4,-4, $- ,,,Distribution
CCDD052013BG,12/31/16,,,,,,113766, $- ,113766, $- ,2518549,,NAV
CCDD052013BG,1/17/17,90640,,,,, $- ,-90640,-90640, $- ,,,Distribution
CCDD052013BG,2/2/17,82921,,,,, $- ,-82921,-82921, $- ,,,Distribution
CCDD052013BG,3/2/17,27887,,,,, $- ,-27887,-27887, $- ,,,Distribution
CCDD052013BG,3/30/17,82889,,,,, $- ,-82889,-82889, $- ,,,Distribution
CCDD052013BG,3/31/17,,,,,,33789, $- ,33789, $- ,2268001,,NAV
CCDD052013BG,5/3/17,133,,,,, $- ,-133,-133, $- ,,,Distribution
CCDD052013BG,5/4/17,41433,,,,, $- ,-41433,-41433, $- ,,,Distribution
CCDD052013BG,6/13/17,33896,,,,, $- ,-33896,-33896, $- ,,,Distribution
CCDD052013BG,6/30/17,,,,,,-87411, $- ,-87411, $- ,2105128,,NAV
CCDD052013BG,7/5/17,52719,,,,, $- ,-52719,-52719, $- ,,,Distribution
CCDD052013BG,8/3/17,52659,,,,, $- ,-52659,-52659, $- ,,,Distribution
CCDD052013BG,9/19/17,71447,,,,, $- ,-71447,-71447, $- ,,,Distribution
CCDD052013BG,9/30/17,,,,,,26785, $- ,26785, $- ,1955087,,NAV
CCDD052013BG,10/13/17,112825,,,,, $- ,-112825,-112825, $- ,,,Distribution
CCDD052013BG,12/28/17,132256,,,,, $- ,-132256,-132256, $- ,,,Distribution
CCDD052013BG,12/31/17,,,,,,31250, $- ,31250, $- ,1741255,,NAV
CCDD052013BG,3/2/18,75162,,,,, $- ,-75162,-75162, $- ,,,Distribution
CCDD052013BG,3/22/18,30065,,,,, $- ,-30065,-30065, $- ,,,Distribution
CCDD052013BG,3/31/18,,,,,,3346, $- ,3346, $- ,1639374,,NAV
VDDD102010AF,11/1/10, $- ,,,,,,,,3000000,,,Commitment
VDDD102010AF,12/2/10,-1200000,,,,, $- ,1200000,1200000,-1200000,,,Contribution
VDDD102010AF,12/31/10,,,,,,16774, $- ,16774, $- ,1216774,,NAV
VDDD102010AF,1/12/11,-300000,,,,, $- ,300000,300000,-300000,,,Contribution
VDDD102010AF,3/31/11,,,,,,68561, $- ,68561, $- ,1585335,,NAV
VDDD102010AF,6/30/11,,,,,,-10013, $- ,-10013, $- ,1575322,,NAV
VDDD102010AF,8/26/11,-300000,,,,, $- ,300000,300000,-300000,,,Contribution
VDDD102010AF,9/30/11,,,,,,-78199, $- ,-78199, $- ,1797122,,NAV
VDDD102010AF,10/27/11,-450000,,,,, $- ,450000,450000,-450000,,,Contribution
VDDD102010AF,12/22/11,-150000,,,,, $- ,150000,150000,-150000,,,Contribution
VDDD102010AF,12/31/11,,,,,,6995, $- ,6995, $- ,2404118,,NAV
VDDD102010AF,3/23/12,-150000,,,,, $- ,150000,150000,-150000,,,Contribution
VDDD102010AF,3/31/12,,,,,,148619, $- ,148619, $- ,2702736,,NAV
VDDD102010AF,6/30/12,,,,,,21979, $- ,21979, $- ,2724715,,NAV
VDDD102010AF,9/30/12,,,,,,126325, $- ,126325, $- ,2851041,,NAV
VDDD102010AF,12/10/12,-300000,,,,, $- ,300000,300000,-300000,,,Contribution
VDDD102010AF,12/31/12,,,,,,84235, $- ,84235, $- ,3235276,,NAV
VDDD102010AF,2/26/13,-150000,,,,, $- ,150000,150000,-150000,,,Contribution
VDDD102010AF,3/31/13,,,,,,188418, $- ,188418, $- ,3573694,,NAV
VDDD102010AF,6/30/13,,,,,,164763, $- ,164763, $- ,3738457,,NAV
VDDD102010AF,9/30/13,,,,,,97441, $- ,97441, $- ,3835897,,NAV
VDDD102010AF,12/31/13,,,,,,158612, $- ,158612, $- ,3994509,,NAV
VDDD102010AF,3/31/14,,,,,,128794, $- ,128794, $- ,4123304,,NAV
VDDD102010AF,6/30/14,,,,,,181611, $- ,181611, $- ,4304914,,NAV
VDDD102010AF,9/30/14,,,,,,63383, $- ,63383, $- ,4368297,,NAV
VDDD102010AF,12/31/14,,,,,,74726, $- ,74726, $- ,4443023,,NAV
VDDD102010AF,3/4/15,187683,,,,, $- ,-187683,-187683, $- ,,,Distribution
VDDD102010AF,3/31/15,,,,,,98512, $- ,98512, $- ,4353852,,NAV
VDDD102010AF,5/1/15,269817,,,,, $- ,-269817,-269817, $- ,,,Distribution
VDDD102010AF,6/30/15,,,,,,31003, $- ,31003, $- ,4115038,,NAV
VDDD102010AF,8/6/15,373487,,,,, $- ,-373487,-373487, $- ,,,Distribution
VDDD102010AF,9/30/15,,,,,,85882, $- ,85882, $- ,3827433,,NAV
VDDD102010AF,11/4/15,223829,,,,, $- ,-223829,-223829, $- ,,,Distribution
VDDD102010AF,12/17/15,238742,,,,, $- ,-238742,-238742, $- ,,,Distribution
VDDD102010AF,12/31/15,,,,,,54868, $- ,54868, $- ,3419730,,NAV
